nom_commune;codes_postaux;code_insee;latitude;longitude;éloignement
Logrian-Florian;30610;30150;;;
Mandagout;30120;30154;44.016667;3.616667;2.35
Mars;30120;30157;44;3.566667;2.55
Maruéjols-lès-Gardon;30350;30160;;;
Massanes;30350;30161;;;
Massillargues-Attuech;30140;30162;44.016667;4.016667;1.23
Mauressargues;30350;30163;43.966667;4.166667;1.17
Mialet;30140;30168;44.116667;3.95;1.41
Molières-Cavaillac;30120;30170;43.966667;3.566667;2.55
Monoblet;30170;30172;44;3.883333;1.26
Montagnac;30350;30354;43.95;4.166667;1.29
Montdardier;30120;30176;43.933333;3.583333;2.48
Montmirat;30260;30181;43.916667;4.1;1.18
Montpezat;30730;30182;43.85;4.15;2.01
Moulézan;30350;30183;43.933333;4.133333;1.04
Nages-et-Solorgues;30114;30186;43.783333;4.233333;1.75
Notre-Dame-de-la-Rouvière;30570;30190;44.05;3.7;2.01
Orthoux-Sérignac-Quilhan;30260;30192;;;
Parignargues;30730;30193;43.866667;4.2;1.13
Peyroles;30124;30195;44.116667;3.833333;1.47
Pommiers;30120;30199;43.95;3.6;2.41
Pompignan;30170;30200;43.9;3.85;1.7
Puechredon;30610;30208;43.95;4.033333;1.1
Quissac;30260;30210;43.916667;4;0.9
Revens;30750;30213;44.091667;3.3;-1
Ribaute-les-Tavernes;30720;30214;44.033333;4.083333;0.45
Rogues;30120;30219;43.883333;3.583333;2.48
Roquedur;30440;30220;43.966667;3.666667;2.14
Saint-André-de-Majencoules;30570;30229;44.033333;3.666667;2.14
Saint-André-de-Valborgne;30940;30231;44.15;3.683333;2.08
Saint-Bauzély;30730;30233;43.916667;4.216667;1.36
Saint-Bénézet;30350;30234;43.983333;4.15;0.8
Saint-Bonnet-de-Salendrinque;30460;30236;;;
Saint-Bresson;30440;30238;43.95;3.65;2.21
Saint-Christol-lès-Alès;30380;30243;44.083333;4.083333;0.47
Saint-Clément;30260;30244;43.816667;4.033333;1.5
Saint-Côme-et-Maruéjols;30870;30245;43.816667;4.2;1.5
Saint-Dionizy;30980;30249;43.8;4.233333;1.63
Sainte-Croix-de-Caderle;30460;30246;;;
Saint-Félix-de-Pallières;30140;30252;44.016667;3.933333;1.33
Saint-Hippolyte-du-Fort;30170;30263;43.966667;3.85;1.4
Saint-Jean-de-Crieulon;30610;30265;43.95;3.983333;0.86
Saint-Jean-de-Serres;30350;30267;44;4.066667;1.08
Saint-Jean-du-Gard;30270;30269;44.1;3.883333;1.26
Saint-Jean-du-Pin;30140;30270;;;
Saint-Julien-de-la-Nef;30440;30272;43.95;3.683333;2.08
Saint-Laurent-le-Minier;30440;30280;43.933333;3.65;2.21
Saint-Mamert-du-Gard;30730;30281;43.883333;4.2;1.01
Saint-Martial;30440;30283;44.033333;3.733333;1.87
Saint-Nazaire-des-Gardies;30610;30289;43.983333;4.016667;1.05
Saint-Paul-la-Coste;30480;30291;44.166667;3.966667;1.08
Saint-Roman-de-Codières;30440;30296;44;3.783333;1.76
Saint-Sauveur-Camprieu;30750;30297;;;
Saint-Sébastien-d'Aigrefeuille;30140;30298;;;
Saint-Théodorit;30260;30300;43.933333;4.083333;1.15
Salinelles;30250;30306;43.8;4.083333;1.63
Sardan;30260;30309;43.866667;4.05;1.13
Saumane;30125;30310;44.125;3.758333;1.77
Sauve;30610;30311;43.933333;3.95;1.47
Savignargues;30350;30314;43.966667;4.083333;0.66
Sommières;30250;30321;43.783333;4.083333;1.75
Soudorgues;30460;30322;44.066667;3.833333;1.47
Soustelle;30110;30323;44.183333;4;1.21
Souvignargues;30250;30324;43.8;4.116667;1.63
Sumène;30440;30325;43.983333;3.716667;1.94
Thoiras;30140;30329;44.066667;3.933333;1.06
Tornac;30140;30330;44.016667;3.983333;0.91
Trèves;30750;30332;44.075;3.391667;-1
Vabres;30460;30335;44.016667;3.883333;1.6
Valleraugue;30570;30339;44.083333;3.633333;2.28
Vic-le-Fesq;30260;30349;43.866667;4.083333;1.13
Villevieille;30250;30352;43.783333;4.1;1.75
Vissec;30770;30353;43.9;3.459;-1
Toulouse;31000;31555;43.6;1.433333;1.22
Azas;31380;31038;43.716667;1.666667;1.75
Balma;31130;31044;43.616667;1.5;1.3
Bazus;31380;31049;43.733333;1.516667;1.82
Beaupuy;31850;31053;43.65;1;1.5
Bessières;31660;31066;43.8;1.616667;2.12
Bondigoux;31340;31073;43.833333;1.55;2.27
Buzet-sur-Tarn;31660;31094;43.783333;1.65;2.05
Castelmaurou;31180;31117;;;
Drémil-Lafage;31280;31163;43.6;1.6;1.36
Flourens;31130;31184;43.6;1.566667;1.28
Garidech;31380;31212;43.716667;1.566667;1.75
Gémil;31380;31216;43.733333;1.6;1.82
La Magdelaine-sur-Tarn;31340;31311;43.816667;1.55;2.2
Lapeyrouse-Fossat;31180;31273;43.7;1.516667;1.67
Layrac-sur-Tarn;31340;31288;43.833333;1.566667;2.27
Le Born;31340;31077;43.883333;1.55;2.5
L'Union;31240;31561;43.666667;1.483333;1.52
Mirepoix-sur-Tarn;31340;31346;43.816667;1.583333;2.2
Mondouzil;31850;31352;43.633333;1.566667;1.37
Mons;31280;31355;;;
Montastruc-la-Conseillère;31380;31358;43.716667;1.6;1.75
Montberon;31140;31364;43.716667;1.483333;1.75
Montjoire;31380;31383;43.783333;1.533333;2.05
Montpitol;31380;31388;43.7;1.633333;1.67
Montrabé;31850;31389;43.65;1.516667;1.45
Paulhac;31380;31407;43.716667;1.566667;1.75
Pechbonnieu;31140;31410;43.7;1.466667;1.67
Pin-Balma;31130;31418;43.633333;1.533333;1.37
Quint-Fonsegrives;31130;31445;;;
Roquesérière;31380;31459;43.733333;1.633333;1.82
Rouffiac-Tolosan;31180;31462;43.666667;1.516667;1.52
Saint-Geniès-Bellevue;31180;31484;43.683333;1.483333;1.6
Saint-Jean;31240;31488;43.666667;1.5;1.52
Saint-Jean-Lherm;31380;31489;43.7;1.616667;1.67
Saint-Loup-Cammas;31140;31497;43.7;1.483333;1.67
Toulouse;31000;31555;43.6;1.433333;1.22
Villematier;31340;31583;43.833333;1.5;2.27
Villemur-sur-Tarn;31340;31584;43.866667;1.516667;2.42
Aigrefeuille;31280;31003;43.566667;1.6;1.36
Aureville;31320;31025;43.483333;1.45;1.52
Aurin;31570;31029;43.533333;1.666667;1.56
Auzeville-Tolosane;31320;31035;43.533333;1.483333;1.23
Auzielle;31650;31036;43.55;1.566667;1.27
Bonrepos-Riquet;31590;31074;43.683333;1.616667;1.6
Bourg-Saint-Bernard;31570;31082;43.6;1.733333;2.09
Castanet-Tolosan;31320;31113;43.516667;1.5;1.23
Clermont-le-Fort;31810;31148;43.45;1.433333;1
Gauré;31590;31215;43.616667;1.616667;1.41
Goyrans;31120;31227;43.483333;1.433333;1.48
Gragnague;31380;31228;43.683333;1.583333;1.6
Labège;31670;31254;43.533333;1.533333;1.17
Lacroix-Falgarde;31120;31259;43.5;1.416667;0.83
Lanta;31570;31271;43.566667;1.666667;1.56
Lauzerville;31650;31284;43.55;1.566667;1.27
Lavalette;31590;31285;43.633333;1.6;1.37
Mervilla;31320;31340;43.516667;1.466667;0.97
Péchabou;31320;31409;43.5;1.5;1.2
Pechbusque;31320;31411;43.516667;1.466667;0.97
Préserville;31570;31439;43.516667;1.616667;1.41
Ramonville-Saint-Agne;31520;31446;43.55;1.466667;1
Rebigue;31320;31448;43.483333;1.483333;1.15
Sainte-Foy-d'Aigrefeuille;31570;31480;43.55;1.616667;1.41
Saint-Marcel-Paulel;31590;31501;43.666667;1.6;1.52
Saint-Orens-de-Gameville;31650;31506;43.55;1.533333;1.5
Saint-Pierre;31590;31511;;;
Saint-Pierre-de-Lages;31570;31512;43.566667;1.616667;1.41
Tarabel;31570;31551;43.516667;1.666667;1.56
Toulouse;31000;31555;43.6;1.433333;1.22
Vallesvilles;31570;31567;43.6;1.633333;1.46
Verfeil;31590;31573;;;
Vieille-Toulouse;31320;31575;43.516667;1.45;1.15
Vigoulet-Auzil;31320;31578;43.5;1.466667;0.97
Toulouse;31000;31555;43.6;1.433333;1.22
Aucamville;31140;31022;;;
Aussonne;31840;31032;43.683333;1.316667;1.6
Beauzelle;31700;31056;43.666667;1.366667;1.52
Bellegarde-Sainte-Marie;31530;31061;;;
Bellesserre;31480;31062;43.783333;1.116667;2.05
Blagnac;31700;31069;43.633333;1.4;1.51
Bouloc;31620;31079;43.783333;1.416667;2.05
Bretx;31530;31089;43.7;1.216667;1.67
Brignemont;31480;31090;43.783333;0.983333;2.08
Bruguières;31150;31091;43.733333;1.416667;1.82
Cabanac-Séguenville;31480;31096;43.8;1.033333;2.12
Cadours;31480;31098;43.733333;1.05;1.82
Castelginest;31780;31116;43.7;1.433333;1.67
Castelnau-d'Estrétefonds;31620;31118;43.783333;1.366667;2.05
Caubiac;31480;31126;43.716667;1.083333;1.75
Cépet;31620;31136;43.75;1.433333;1.9
Colomiers;31770;31149;43.616667;1.35;1.3
Cornebarrieu;31700;31150;43.65;1.333333;1.45
Cox;31480;31156;43.766667;1.05;1.97
Daux;31700;31160;43.7;1.25;1.67
Drudas;31480;31164;43.75;1.116667;1.9
Fenouillet;31150;31182;43.683333;1.4;1.6
Fonbeauzard;31140;31186;43.683333;1.45;1.6
Fronton;31620;31202;43.85;1.4;2.35
Gagnac-sur-Garonne;31150;31205;43.7;1.366667;1.67
Garac;31480;31209;43.7;1.1;1.67
Gargas;31620;31211;43.716667;1.466667;1.75
Gratentour;31150;31230;43.716667;1.433333;1.75
Grenade;31330;31232;43,77;1,29; 
Labastide-Saint-Sernin;31620;31252;43.733333;1.466667;1.82
Lagraulet-Saint-Nicolas;31480;31265;43.783333;1.083333;2.05
Laréole;31480;31275;43.733333;1.033333;1.82
Larra;31330;31592;;;
Launac;31330;31281;43.75;1.183333;1.9
Launaguet;31140;31282;43.683333;1.45;1.6
Le Burgaud;31330;31093;;;
Le Castéra;31530;31120;43.683333;1.15;1.6
Le Grès;31480;31234;43.733333;1.1;1.82
Lespinasse;31150;31293;43.716667;1.383333;1.75
Menville;31530;31338;43.683333;1.2;1.6
Merville;31330;31341;43.733333;1.316667;1.82
Mondonville;31700;31351;43.666667;1.283333;1.52
Montaigut-sur-Save;31530;31356;43.7;1.25;1.67
Ondes;31330;31403;43.783333;1.3;2.05
Pelleport;31480;31413;43.733333;1.133333;1.82
Puysségur;31480;31444;43.75;1.066667;1.9
Saint-Alban;31140;31467;43.7;1.416667;1.79
Saint-Cézert;31330;31473;43.783333;1.216667;2.05
Saint-Jory;31790;31490;43.733333;1.383333;1.82
Saint-Paul-sur-Save;31530;31507;;;
Saint-Rustice;31620;31515;43.8;1.316667;2.12
Saint-Sauveur;31790;31516;;;
Seilh;31840;31541;43.7;1.35;1.67
Thil;31530;31553;43.716667;1.166667;1.75
Toulouse;31000;31555;43.6;1.433333;1.22
Vacquiers;31340;31563;43.766667;1.483333;2.07
Vignaux;31480;31577;43.683333;1.066667;1.6
Villariès;31380;31579;43.716667;1.5;1.79
Villaudric;31620;31581;43.833333;1.433333;2.27
Villeneuve-lès-Bouloc;31620;31587;43.766667;1.416667;1.97
Bonrepos-sur-Aussonnelle;31470;31075;43.55;1.15;1
Bragayrac;31470;31087;43.483333;1.066667;1.71
Brax;31490;31088;43.616667;1.25;1.3
Cambernard;31470;31101;43.483333;1.2;1.12
Empeaux;31470;31166;43.533333;1.083333;1.28
Fonsorbes;31470;31187;43.533333;1.233333;1.52
Fontenilles;31470;31188;43.55;1.2;1.05
Frouzins;31270;31203;43.516667;1.316667;1.13
Labastidette;31600;31253;43.45;1.266667;0.74
Lamasquère;31600;31269;43.483333;1.266667;0.74
La Salvetat-Saint-Gilles;31880;31526;;;
Lasserre;31530;31277;;;
Lavernose-Lacasse;31410;31287;;;
Le Fauga;31410;31181;43.4;1.283333;1.13
Léguevin;31490;31291;43.6;1.25;1.22
Lévignac;31530;31297;43,67;1,2; 
Lherm;31600;31299;;;
Mérenvielle;31530;31339;43.633333;1.166667;1.37
Muret;31600;31395;43.466667;1.35;0.99
Pibrac;31820;31417;43.616667;1.3;1.3
Plaisance-du-Touch;31830;31424;43.566667;1.3;1.07
Pradère-les-Bourguets;31530;31438;43.65;1.166667;1.45
Saiguède;31470;31466;43.533333;1.15;0.92
Saint-Clar-de-Rivière;31600;31475;43.466667;1.216667;1.65
Sainte-Foy-de-Peyrolières;31470;31481;43.5;1.15;0.78
Sainte-Livrade;31530;31496;43.65;1.1;1.76
Saint-Hilaire;31410;31486;43.416667;1.266667;1.56
Saint-Lys;31470;31499;43.516667;1.2;0.89
Saint-Thomas;31470;31518;43.516667;1.083333;1.26
Seysses;31600;31547;43.5;1.316667;0.78
Toulouse;31000;31555;43.6;1.433333;1.22
Tournefeuille;31170;31557;43.583333;1.35;1.15
Villeneuve-Tolosane;31270;31588;43.516667;1.333333;0.85
Aignes;31550;31002;43.316667;1.6;1.42
Albiac;31460;31006;;;
Auragne;31190;31024;43.383333;1.5;1.16
Auriac-sur-Vendinelle;31460;31026;43.516667;1.816667;2
Auribail;31190;31027;43.35;1.383333;1.22
Auterive;31190;31033;43.35;1.483333;1.02
Avignonet-Lauragais;31290;31037;;;
Ayguesvives;31450;31004;43.433333;1.6;1.36
Bax;31310;31047;43.233333;1.266667;0.47
Baziège;31450;31048;43.45;1.616667;1.41
Beaumont-sur-Lèze;31870;31052;43.383333;1.366667;1
Beauteville;31290;31054;43.35;1.733333;1.75
Beauville;31460;31055;43.466667;1.766667;1.85
Belberaud;31450;31057;43.5;1.583333;1.32
Belbèze-de-Lauragais;31450;31058;43.433333;1.55;1.22
Bélesta-en-Lauragais;31540;31060;43.433333;1.816667;2
Bois-de-la-Pierre;31390;31071;43.35;1.15;1.73
Caignac;31560;31099;43.316667;1.7;1.66
Calmont;31560;31100;43.283333;1.633333;-1
Cambiac;31460;31102;43.483333;1.783333;1.9
Canens;31310;31103;43.216667;1.333333;1.27
Capens;31410;31104;43.333333;1.25;0.95
Caragoudes;31460;31105;43.5;1.7;1.66
Caraman;31460;31106;43.533333;1.766667;1.85
Carbonne;31390;31107;43.3;1.233333;0.45
Castagnac;31310;31111;43.233333;1.35;1.54
Caujac;31190;31128;43.3;1.466667;0.97
Cessales;31290;31137;43.45;1.733333;1.75
Cintegabelle;31550;31145;43.316667;1.533333;1.17
Corronsac;31450;31151;43.466667;1.5;1.17
Cugnaux;31270;31157;43.533333;1.366667;1.48
Deyme;31450;31161;43.483333;1.533333;1.17
Donneville;31450;31162;43.466667;1.55;1.22
Eaunes;31600;31165;43.416667;1.35;1.4
Escalquens;31750;31169;43.516667;1.566667;1.27
Espanès;31450;31171;43.45;1.483333;1.48
Esperce;31190;31173;43.3;1.4;1.28
Falga;31540;31180;43.483333;1.866667;2.14
Folcarde;31290;31185;43.4;1.8;1.95
Fourquevaux;31450;31192;43.5;1.616667;1.41
Francarville;31460;31194;43.6;1.75;1.8
Gaillac-Toulza;31550;31206;43.25;1.466667;0.97
Gardouch;31290;31210;43.383333;1.683333;1.61
Gensac-sur-Garonne;31310;31219;43.216667;1.133333;1.55
Gibel;31560;31220;43.3;1.666667;1.56
Goutevernisse;31310;31225;43.216667;1.183333;0.85
Gouzens;31310;31226;43.183333;1.183333;0.93
Grazac;31190;31231;;;
Grépiac;31190;31233;43.4;1.433333;1
Issus;31450;31240;43.416667;1.5;1.4
Juzes;31540;31243;43.45;1.8;1.95
Labarthe-sur-Lèze;31860;31248;43.45;1.4;0.78
Labastide-Beauvoir;31450;31249;43.483333;1.666667;1.96
Labruyère-Dorsa;31190;31256;43.4;1.483333;1.16
Lacaugne;31390;31258;43.283333;1.266667;1.25
Lagarde;31290;31262;43.341667;1.716667;-1
Lagardelle-sur-Lèze;31870;31263;43.416667;1.383333;1
Lagrâce-Dieu;31190;31264;43.333333;1.4;0.95
Lahitère;31310;31267;43.133333;1.2;1.24
Lapeyrère;31310;31272;;;
La Salvetat-Lauragais;31460;31527;43.533333;1.8;1.95
Latour;31310;31279;43.2;1.283333;0.58
Latrape;31310;31280;43.25;1.266667;0.65
Lavelanet-de-Comminges;31220;31286;43.25;1.116667;1.24
Le Cabanial;31460;31097;43.516667;1.866667;2.14
Le Faget;31460;31179;43.566667;1.833333;2.05
Longages;31410;31303;43.366667;1.25;0.68
Loubens-Lauragais;31460;31304;43.583333;1.783333;1.9
Lux;31290;31310;43.433333;1.783333;1.9
Mailholas;31310;31312;43.25;1.266667;0.65
Marliac;31550;31319;43.233333;1.466667;1.05
Marquefave;31390;31320;43.316667;1.233333;0.53
Mascarville;31460;31325;43.55;1.75;1.8
Massabrac;31310;31326;43.233333;1.35;1.54
Mauremont;31290;31328;43.45;1.683333;1.61
Maurens;31540;31329;43.466667;1.791667;-1
Mauressac;31190;31330;43.316667;1.433333;0.88
Maureville;31460;31331;43.516667;1.7;1.66
Mauvaisin;31190;31332;43.35;1.55;1.89
Mauzac;31410;31334;43.383333;1.266667;0.68
Miremont;31190;31345;43.366667;1.416667;0.83
Monestrol;31560;31354;43.333333;1.666667;1.56
Montaut;31410;31361;43.35;1.266667;0.39
Montbrun-Bocage;31310;31365;43.133333;1.266667;1.13
Montbrun-Lauragais;31450;31366;43.45;1.533333;1.17
Montclar-Lauragais;31290;31368;43.366667;1.716667;1.7
Montégut-Lauragais;31540;31371;43.483333;1.933333;2.34
Montesquieu-Lauragais;31450;31374;43.416667;1.633333;1.51
Montesquieu-Volvestre;31310;31375;43.216667;1.233333;0.5
Montgaillard-Lauragais;31290;31377;43.433333;1.7;1.66
Montgazin;31410;31379;43.3;1.283333;1.62
Montgeard;31560;31380;43.333333;1.616667;1.41
Montgiscard;31450;31381;43.45;1.583333;1.32
Montlaur;31450;31384;;;
Mourvilles-Basses;31460;31392;43.483333;1.7;1.66
Mourvilles-Hautes;31540;31393;43.416667;1.816667;2
Nailloux;31560;31396;43.366667;1.633333;1.46
Noé;31410;31399;43.35;1.266667;0.39
Nogaret;31540;31400;43.5;1.933333;2.34
Noueilles;31450;31401;43.416667;1.533333;1.17
Odars;31450;31402;43.516667;1.6;1.36
Peyssies;31390;31416;;;
Pinsaguel;31120;31420;43.516667;1.383333;0.85
Pins-Justaret;31860;31421;;;
Pompertuzat;31450;31429;43.5;1.516667;1.14
Portet-sur-Garonne;31120;31433;43.516667;1.416667;0.85
Pouze;31450;31437;43.433333;1.533333;1.17
Prunet;31460;31441;43.566667;1.733333;1.75
Puydaniel;31190;31442;43.333333;1.433333;0.88
Renneville;31290;31450;43.383333;1.716667;1.7
Revel;31250;31451;43.466667;2;2.53
Rieumajou;31290;31453;43.416667;1.783333;1.9
Rieux;31310;31455;43.25;1.2;0.83
Roques;31120;31458;43.508333;1.375;-1
Roquettes;31120;31460;43.5;1.35;1.59
Roumens;31540;31463;43.466667;1.933333;2.34
Saint-Christaud;31310;31474;43.183333;1.133333;1.6
Saint-Félix-Lauragais;31540;31478;43.45;1.9;2.24
Saint-Germier;31290;31485;43.475;1.733333;-1
Saint-Julia;31540;31491;43.483333;1.9;2.24
Saint-Julien;31220;31492;43.233333;1.166667;1.85
Saint-Léon;31560;31495;43.4;1.566667;2.11
Saint-Rome;31290;31514;;;
Saint-Sulpice-sur-Lèze;31410;31517;43.333333;1.333333;1.74
Saint-Vincent;31290;31519;;;
Salles-sur-Garonne;31390;31525;43.266667;1.183333;1.04
Saubens;31600;31533;43.483333;1.333333;0.74
Saussens;31460;31534;43.583333;1.716667;1.7
Ségreville;31460;31540;43.5;1.733333;1.75
Seyre;31560;31546;43.366667;1.666667;1.56
Toutens;31460;31558;43.483333;1.75;1.8
Trébons-sur-la-Grasse;31290;31560;43.45;1.733333;1.75
Vallègue;31290;31566;43.416667;1.75;1.8
Varennes;31450;31568;;;
Vaudreuille;31250;31569;43.416667;1.983333;2.48
Vaux;31540;31570;43.45;1.833333;2.05
Vendine;31460;31571;43.583333;1.766667;1.85
Venerque;31810;31572;43.433333;1.45;1
Vernet;31810;31574;;;
Vieillevigne;31290;31576;43.4;1.65;1.51
Villate;31860;31580;;;
Villefranche-de-Lauragais;31290;31582;43.4;1.733333;1.75
Villenouvelle;31290;31589;43.433333;1.65;1.51
Agassac;31230;31001;43.366667;0.883333;0.73
Alan;31420;31005;43.216667;0.95;1.09
Ambax;31230;31007;43.366667;0.933333;1.27
Anan;31230;31008;43.35;0.833333;0.88
Antichan-de-Frontignes;31510;31009;42.966667;0.666667;1.62
Antignac;31110;31010;42.833333;0.6;2.22
Arbas;31160;31011;43;0.9;1.47
Arbon;31160;31012;43;0.75;1.47
Ardiège;31210;31013;43.066667;0.65;1.54
Arguenos;31160;31014;42.966667;0.716667;1.62
Argut-Dessous;31440;31015;42.883333;0.716667;2
Arlos;31440;31017;42.9;0.7;1.92
Arnaud-Guilhem;31360;31018;43.133333;0.9;0.87
Artigue;31110;31019;42.833333;0.616667;2.22
Aspet;31160;31020;43.016667;0.8;1.4
Aspret-Sarrat;31800;31021;43.066667;0.716667;1.22
Aulon;31420;31023;43.183333;0.833333;1.45
Aurignac;31420;31028;43.216667;0.883333;0.73
Ausseing;31260;31030;43.15;1.016667;1.73
Ausson;31210;31031;43.083333;0.6;1.56
Auzas;31360;31034;43.166667;0.883333;0.73
Bachas;31420;31039;43.25;0.933333;0.8
Bachos;31440;31040;42.883333;0.616667;2
Bagiry;31510;31041;42.983333;0.633333;1.55
Bagnères-de-Luchon;31110;31042;42.783333;0.6;2.45
Balesta;31580;31043;43.2;0.566667;1.66
Barbazan;31510;31045;43.033333;0.633333;1.46
Baren;31440;31046;42.866667;0.616667;2.07
Beauchalot;31360;31050;43.1;0.866667;1.52
Beaufort;31370;31051;43.466667;1.116667;1.19
Belbèze-en-Comminges;31260;31059;43.133333;1.016667;1.48
Benque;31420;31063;43.266667;0.916667;0.75
Benque-Dessous-et-Dessus;31110;31064;;;
Bérat;31370;31065;43.383333;1.183333;1.8
Bezins-Garraux;31440;31067;42.933333;0.7;1.77
Billière;31110;31068;42.816667;0.533333;2.3
Binos;31440;31590;42.9;0.616667;1.92
Blajan;31350;31070;43.266667;0.65;1.41
Boissède;31230;31072;43.4;0.816667;0.97
Bordes-de-Rivière;31210;31076;43.1;0.633333;1.46
Boudrac;31580;31078;43.2;0.55;1.7
Boulogne-sur-Gesse;31350;31080;;;
Bourg-d'Oueil;31110;31081;42.866667;0.5;2.07
Boussan;31420;31083;43.233333;0.9;0.68
Boussens;31360;31084;43.183333;0.966667;1.57
Boutx;31440;31085;42.916667;0.716667;1.85
Bouzin;31420;31086;43.183333;0.883333;0.94
Burgalays;31440;31092;42.883333;0.633333;2
Cabanac-Cazaux;31160;31095;43.033333;0.75;1.32
Cardeilhac;31350;31108;43.2;0.683333;1.31
Cassagnabère-Tournas;31420;31109;43.233333;0.8;1.73
Cassagne;31260;31110;43.116667;0.983333;0.95
Castagnède;31260;31112;43.05;0.966667;1.25
Castelbiague;31160;31114;43.033333;0.916667;1.45
Castelgaillard;31230;31115;43.35;0.9;0.72
Castelnau-Picampeau;31430;31119;43.3;1.016667;0.34
Castéra-Vignoles;31350;31121;43.283333;0.783333;1.64
Casties-Labrande;31430;31122;43.333333;1;0.62
Castillon-de-Larboust;31110;31123;42.8;0.533333;2.37
Castillon-de-Saint-Martory;31360;31124;43.133333;0.866667;1.05
Cathervielle;31110;31125;42.816667;0.516667;2.3
Caubous;31110;31127;;;
Cazac;31230;31593;;;
Cazaril-Laspènes;31110;31129;42.8;0.583333;2.37
Cazaril-Tambourès;31580;31130;43.183333;0.533333;1.75
Cazaunous;31160;31131;42.983333;0.733333;1.55
Cazaux-Layrisse;31440;31132;42.866667;0.6;2.07
Cazeaux-de-Larboust;31110;31133;42.8;0.533333;2.37
Cazeneuve-Montaut;31420;31134;43.183333;0.866667;1.05
Cazères;31220;31135;43.216667;1.083333;0.5
Charlas;31350;31138;43.233333;0.7;1.27
Chaum;31440;31139;42.933333;0.65;1.77
Chein-Dessus;31160;31140;43.016667;0.883333;1.4
Ciadoux;31350;31141;43.266667;0.733333;1.17
Cier-de-Luchon;31110;31142;42.85;0.6;2.15
Cier-de-Rivière;31510;31143;43.066667;0.633333;1.46
Cierp-Gaud;31440;31144;;;
Cirès;31110;31146;42.85;0.516667;2.15
Clarac;31210;31147;;;
Coueilles;31230;31152;43.35;0.883333;0.73
Couladère;31220;31153;43.2;1.1;0.64
Couret;31160;31155;43.05;0.816667;1.25
Cuguron;31210;31158;43.1;0.55;1.7
Encausse-les-Thermes;31160;31167;43.05;0.75;1.25
Eoux;31420;31168;43.266667;0.9;0.68
Escanecrabe;31350;31170;43.283333;0.75;1.14
Escoulis;31260;31591;;;
Esparron;31420;31172;43.266667;0.816667;1.55
Estadens;31160;31174;43.033333;0.85;1.32
Estancarbon;31800;31175;43.1;0.783333;1.02
Esténos;31440;31176;42.95;0.633333;1.7
Eup;31440;31177;42.933333;0.683333;1.77
Fabas;31230;31178;;;
Figarol;31260;31183;43.083333;0.9;1.23
Forgues;31370;31189;43.433333;1.05;0.7
Fos;31440;31190;42.866667;0.733333;2.07
Fougaron;31160;31191;42.983333;0.933333;1.66
Francazal;31260;31195;43.016667;1.033333;1.89
Francon;31420;31196;43.266667;0.966667;1.49
Franquevielle;31210;31197;43.133333;0.533333;2.04
Fronsac;31440;31199;42.95;0.65;1.7
Frontignan-de-Comminges;31510;31200;42.966667;0.65;1.62
Frontignan-Savès;31230;31201;43.4;0.916667;1.24
Fustignac;31430;31204;43.3;0.983333;0.76
Galié;31510;31207;42.983333;0.633333;1.55
Ganties;31160;31208;43.066667;0.833333;1.17
Garin;31110;31213;42.816667;0.516667;2.3
Génos;31510;31217;43;0.666667;1.47
Gensac-de-Boulogne;31350;31218;43.25;0.583333;1.61
Gouaux-de-Larboust;31110;31221;42.8;0.483333;2.37
Gouaux-de-Luchon;31110;31222;42.85;0.616667;2.15
Goudex;31230;31223;43.366667;0.95;1.54
Gourdan-Polignan;31210;31224;43.066667;0.583333;1.61
Gratens;31430;31229;43.316667;1.116667;1.53
Guran;31440;31235;42.883333;0.616667;2
Herran;31160;31236;42.966667;0.916667;1.62
His;31260;31237;43.066667;0.966667;1.17
Huos;31210;31238;43.066667;0.6;1.56
Izaut-de-l'Hôtel;31160;31241;43.016667;0.75;1.4
Jurvielle;31110;31242;42.816667;0.483333;2.3
Juzet-de-Luchon;31110;31244;42.816667;0.616667;2.3
Juzet-d'Izaut;31160;31245;42.983333;0.75;1.55
Labarthe-Inard;31800;31246;43.116667;0.85;1.83
Labarthe-Rivière;31800;31247;43.083333;0.666667;1.47
Labastide-Clermont;31370;31250;43.35;1.116667;1.16
Labastide-Paumès;31230;31251;43.333333;0.933333;1.3
Labroquère;31510;31255;43.033333;0.6;1.56
Laffite-Toupière;31360;31260;;;
Lafitte-Vigordane;31390;31261;;;
Lahage;31370;31266;43.433333;1.066667;0.51
Lalouret-Laffiteau;31800;31268;;;
Landorthe;31800;31270;43.133333;0.783333;1.02
Larcan;31800;31274;43.183333;0.716667;1.22
Larroque;31580;31276;;;
Latoue;31800;31278;43.166667;0.783333;1.03
Lautignac;31370;31283;43.383333;1.066667;0.48
Le Cuing;31210;31159;43.15;0.6;1.56
Lécussan;31580;31289;43.15;0.5;1.85
Le Fousseret;31430;31193;43.283333;1.066667;0.8
Le Fréchet;31360;31198;43.183333;0.933333;0.97
Lège;31440;31290;42.866667;0.616667;2.07
Le Pin-Murelet;31370;31419;43.4;1.016667;1.11
Le Plan;31220;31425;43.166667;1.116667;1.09
Lescuns;31220;31292;43.25;1.016667;1.14
Lespiteau;31160;31294;43.066667;0.766667;1.17
Lespugue;31350;31295;43.233333;0.666667;1.36
Lestelle-de-Saint-Martory;31360;31296;43.133333;0.916667;0.87
Les Tourreilles;31210;31556;;;
Lez;31440;31298;42.916667;0.7;1.85
